ORD;DRG;RTC;ICD;MDC;PDGPROP;OR;PROCPRO1;DGCAT1;AGELIM;COMPL;SEX;DGPROP1;DGPROP2;DGPROP3;DGPROP4;SECPROC1;DISCH;DUR;LOC_DRG
410D0220;L05N;0;+;10;;S;10S02;;;;;;;;;;;;286X
410D0221;L05N;0;+;10;;S;10S09;;;;;10X02;;;;;;;286X
410D040110;L08A;0;+;10;;S;10S20;;;2;;;;;;;;;288M
410D040115;L08C;0;+;10;;S;10S20;;;1;;;;;;;;;288C
410D040119;L08E;0;+;10;;S;10S20;;;;;;;;;;;;288N
410D04012;L10N;0;+;10;;S;10S04;;;;;;;;;;;;288B
410D051105;L20C;0;+;10;;S;10S05;;;1;;;;;;;;;289C
410D051109;L20E;0;+;10;;S;10S05;;;;;;;;;;;;289N
410D052105;L20C;0;+;;10P01;S;10S05;;;1;;;;;;;;;289C
410D052109;L20E;0;+;;10P01;S;10S05;;;;;;;;;;;;289N
410D061005;L25C;0;+;10;;S;10S06;;;1;;;;;;;;;290C
410D061009;L25E;0;+;10;;S;10S06;;;;;;;;;;;;290N
410D08110;L39C;0;+;10;;S;10S08;;;1;;;;;;;;;292X
410D08210;L39E;0;+;10;;S;10S08;;;;;;;;;;;;293X
410D093005;L39C;0;+;10;;S;;;;1;;00X10;;;;;;;292X
410D093009;L39E;0;+;10;;S;;;;;;00X10;;;;;;;293X
410D094005;N11C;0;+;10;;S;12S03;;>6574;1;M;10X01;;;;;;;340C
410D094009;N11E;0;+;10;;S;12S03;;>6574;;M;10X01;;;;;;;340N
410D110100;L40A;0;+;10;;N;;10M01;>13148;2;;;;;;;;;294M
410D110105;L40C;0;+;10;;N;;10M01;>13148;1;;;;;;;;;294C
410D110109;L40E;0;+;10;;N;;10M01;>13148;;;;;;;;;;294N
410D1102;L45N;0;+;10;;N;;10M01;;;;;;;;;;;295X
410D122000;L50A;0;+;10;;N;;10M02;;2;;;;;;;;;297M
410D122005;L50C;0;+;10;;N;;10M02;;1;;;;;;;;;297C
410D122009;L50E;0;+;10;;N;;10M02;;;;;;;;;;;297N
410D15;L55N;0;+;10;;N;;10M03;;;;;;;;;;;299X
410D160000;L60A;0;+;10;;N;;;;2;;;;;;;;;300M
410D160005;L60C;0;+;10;;N;;;;1;;;;;;;;;300C
410D161;L60E;0;+;10;;N;;;;;;;;;;;;;301X
411D021000;M05A;0;+;11;;S;11S02;11M03;;2;;;;;;;;;303M
411D021005;M05C;0;+;11;;S;11S02;11M03;;1;;;;;;;;;303C
411D021009;M05E;0;+;11;;S;11S02;11M03;;;;;;;;;;;303N
411D031;M06C;0;+;11;;S;11S02;;;1;;;;;;;;;304X
411D032;M06E;0;+;11;;S;11S02;;;;;;;;;;;;305X
411D033000;F05A;0;+;11;;S;06S02;;;2;;;;;;;;;148M
411D033005;F05C;0;+;11;;S;06S02;;;1;;;;;;;;;148C
411D034;F05E;0;+;11;;S;06S02;;;;;;;;;;;;149X
411D051;M10C;0;+;11;;S;11S03;;;1;;;;;;;;;308X
411D052;M10E;0;+;11;;S;11S03;;;;;;;;;;;;309X
411D091;M15C;0;+;11;;S;11S05;;;1;;;;;;;;;310X
411D092;M15E;0;+;11;;S;11S05;;;;;;;;;;;;311X
411D1131;M20N;0;+;11;;S;11S06;;;;;;;;;;;;314N
411D141000;M29A;0;+;11;;S;11S07;;;2;;;;;;-11S09;;;315M
411D141005;M29C;0;+;11;;S;11S07;;;1;;;;;;-11S09;;;315C
411D141009;M29E;0;+;11;;S;11S07;;;;;;;;;-11S09;;;315N
411D141100;M29A;0;+;11;;S;11S90;;;2;;11X01;;;;;;;315M
411D141105;M29C;0;+;11;;S;11S90;;;1;;11X01;;;;;;;315C
411D141109;M29E;0;+;11;;S;11S90;;;;;11X01;;;;;;;315N
411D141200;M29A;0;+;;11P01;S;11S07;;;2;;;;;;-11S09;;;315M
411D141205;M29C;0;+;;11P01;S;11S07;;;1;;;;;;-11S09;;;315C
411D141209;M29E;0;+;;11P01;S;11S07;;;;;;;;;-11S09;;;315N
411D16962;N01N;0;+;11;;S;12S01;;;;M;;;;;;;;335N
411D16972;N05N;0;+;11;;S;12S04;;;;M;;;;;;;;337N
411D169801;M29A;0;+;11;;S;;;;2;;00X10;;;;;;;315M
411D169805;M29C;0;+;11;;S;;;;1;;00X10;;;;;;;315C
411D169809;M29E;0;+;11;;S;;;;;;00X10;;;;;;;315N
411D170000;M31A;0;+;11;;N;;11M01;;2;;;;;;;;;316M
411D170005;M31C;0;+;11;;N;;11M01;;1;;;;;;;;;316C
411D170009;M31E;0;+;11;;N;;11M01;;;;;;;;;;;316N
411D170100;M35A;0;+;11;;N;;11M03;;2;;;;;;;;;318M
411D170105;M35C;0;+;11;;N;;11M03;;1;;;;;;;;;318C
411D18;M35E;0;+;11;;N;;11M03;;;;;;;;;;;319X
411D191000;M40A;0;+;11;;N;;11M04;;2;;;;;;;;;320M
411D191005;M40C;0;+;11;;N;;11M04;;1;;;;;;;;;320C
411D192;M40E;0;+;11;;N;;11M04;;;;;;;;;;;321N
411D2210;M45C;0;+;11;;N;;11M05;;1;;;;;;;;;323X
411D2211;M45C;0;+;11;;;11S08;;;;;;;;;;;;323X
411D2320;M45E;0;+;11;;N;;11M05;;;;;;;;;;;324X
411D241;M50C;0;+;11;;N;;11M06;;1;;;;;;;;;325C
411D242;M50E;0;+;11;;N;;11M06;;;;;;;;;;;326N
411D273009;M55N;0;+;11;;N;;11M07;;;;;;;;;;;329N
411D2910;M32N;0;+;11;;;;11M02;;;;;;;;;;;317X
411D292000;M31A;0;+;11;;;11S09;;;2;;;;;;;;;316M
411D292005;M31C;0;+;11;;;11S09;;;1;;;;;;;;;316C
411D292009;M31E;0;+;11;;;11S09;;;;;;;;;;;;316N
411D320000;M68A;0;+;11;;N;;;>6574;2;;;;;;;;;331M
411D320005;M68C;0;+;11;;N;;;>6574;1;;;;;;;;;331C
411D33;M68E;0;+;11;;N;;;>6574;;;;;;;;;;332X
411D34;M69N;0;+;11;;N;;;;;;;;;;;;;333X
412D012;N01N;0;+;12;;S;12S01;;;;M;;;;;;;;335N
412D031;N15N;0;+;12;;S;12S02;;;;M;;;;;;;;341X
412D041005;N10C;0;+;12;;S;12S03;12M01;;1;M;;;;;;;;338C
412D041009;N10E;0;+;12;;S;12S03;12M01;;;M;;;;;;;;338N
412D0621;N11C;0;+;12;;S;12S03;;;1;M;;;;;;;;340C
412D0641;N11E;0;+;12;;S;12S03;;;;M;;;;;;;;340N
412D0802;N05N;0;+;12;;S;12S04;;;;M;;;;;;;;337N
412D0921;N20N;0;+;12;;S;12S05;;;;M;;;;;;;;343X
412D111105;N30C;0;+;12;;S;12S08;12M01;;1;M;;;;;;;;344C
412D111106;N30C;0;+;12;;S;12S07;12M01;;1;M;;;;;;;;344C
412D111108;N30E;0;+;12;;S;12S08;12M01;;;M;;;;;;;;344N
412D111109;N30E;0;+;12;;S;12S07;12M01;;;M;;;;;;;;344N
412D1121;N31N;0;+;12;;S;12S08;;;;M;;;;;;;;345X
412D113009;N31N;0;+;12;;S;;;;;;00X10;;;;;;;345X
412D13;N40C;0;+;12;;N;;12M01;;1;M;;;;;;;;346X
412D14;N40E;0;+;12;;N;;12M01;;;M;;;;;;;;347X
412D16;N45N;0;+;12;;N;;12M02;;;M;;;;;;;;349N
412D170005;N50C;0;+;12;;N;;12M03;;1;M;;;;;;;;350C
412D170009;N50E;0;+;12;;N;;12M03;;;M;;;;;;;;350N
412D1811;N21N;0;+;12;;;12S07;;;;M;;;;;;;;351X
412D9031;M20N;0;+;12;;S;11S06;;;;M;;;;;;;;314N
412D99;N59N;0;+;12;;N;;;;;M;;;;;;;;352X
413D011009;O01N;0;+;13;;S;13S01;;;;F;;;;;;;;353N
413D021000;O10A;0;+;13;13P01;S;13S02;;;2;F;;;;;;;;357M
413D021005;O10C;0;+;13;13P01;S;13S02;;;1;F;;;;;;;;357C
413D021009;O10E;0;+;13;13P01;S;13S02;;;;F;;;;;;;;357N
413D031000;O02A;0;+;13;13P02;S;13S02;;;2;F;;;;;;;;354M
413D031005;O02C;0;+;13;13P02;S;13S02;;;1;F;;;;;;;;354C
413D032;O02E;0;+;13;13P02;S;13S02;;;;F;;;;;;;;355X
413D051009;O15C;0;+;13;;S;13S02;;;1;F;;;;;;;;358C
413D052;O15E;0;+;13;;S;13S02;;;;F;;;;;;;;359X
413D071;O05N;0;+;13;;S;13S05;;;;F;;;;;;;;356X
413D081009;O25N;0;+;13;;S;13S03;;;;F;;;;;;;;361N
413D091005;O20C;0;+;13;;S;13S04;;;1;F;;;;;;;;360C
413D091009;O20E;0;+;13;;S;13S04;;;;F;;;;;;;;360N
413D101005;O28C;0;+;13;;S;13S06;13M01;;1;F;;;;;;;;363C
413D101009;O28E;0;+;13;;S;13S06;13M01;;;F;;;;;;;;363N
413D111009;O28N;0;+;13;;S;13S06;;;;F;;;;;;;;364N
413D121;O27N;0;+;13;;S;13S07;;;;F;;;;;;;;362X
413D130105;O39C;0;+;13;;S;13S08;;;1;F;;;;;;;;365C
413D130109;O39E;0;+;13;;S;13S08;;;;F;;;;;;;;365N
413D131005;O39C;0;+;13;;S;;;;1;;00X10;;;;;;;365C
413D131009;O39E;0;+;13;;S;;;;;;00X10;;;;;;;365N
413D150000;O40A;0;+;13;;N;;13M01;;2;F;;;;;;;;366M
413D150005;O40C;0;+;13;;N;;13M01;;1;F;;;;;;;;366C
413D151;O40E;0;+;13;;N;;13M01;;;F;;;;;;;;367X
413D160005;O45C;0;+;13;;N;;13M03;;1;F;;;;;;;;368C
413D160009;O45E;0;+;13;;N;;13M03;;;F;;;;;;;;368N
413D170005;O50C;0;+;13;;N;;;;1;F;;;;;;;;369C
413D170009;O50E;0;+;13;;N;;;;;F;;;;;;;;369N
414D011100;Z50A;7;+;14;;S;99S90;;;2;F;14X03;;;;;;;468M
414D011105;Z50C;7;+;14;;S;99S90;;;1;F;14X03;;;;;;;468C
414D011109;Z50E;7;+;14;;S;99S90;;;;F;14X03;;;;;;;468N
414D022091;Z60N;7;+;14;;S;;;;;F;14X03;;;;;;;477N
414D121;P11N;0;+;14;;S;;;;;F;;;;;;;;377X
414D132001;P15C;0;+;14;;N;;;;1;F;14X05;;;;;;;376C
414D132002;P15C;0;+;14;;N;;;;1;F;14X32;;;;;;;376C
414D132003;P15C;0;+;14;;N;;;;1;F;14X04;;;;;;;376C
414D133001;P15E;0;+;14;;N;;;;;F;14X05;;;;;;;376N
414D133002;P15E;0;+;14;;N;;;;;F;14X32;;;;;;;376N
414D133003;P15E;0;+;14;;N;;;;;F;14X04;;;;;;;376N
414D350005;P19C;0;+;14;;N;;14M04;;1;F;;;;;;;;379C
414D350009;P19E;0;+;14;;N;;14M04;;;F;;;;;;;;379N
414D351;P30N;0;+;14;;N;;14M06;;;F;;;;;;;;382X
414D370009;P40N;0;+;14;;N;;;;;F;14X10;;;;;;;383N
414D371005;P49C;0;+;14;;N;;;;1;F;;;;;;;;384C
414D371009;P49E;0;+;14;;N;;;;;F;;;;;;;;384N
416D0121;R01N;0;+;16;;S;16S01;;;;;;;;;;;;393N
416D0310;R05N;0;+;16;;S;16S02;;;;;;;;;;;;394X
416D031109;R05N;0;+;16;;S;;;;;;00X10;;;;;;;394X
416D051009;R06E;0;+;16;;N;;16M01;>6574;;;;;;;;;;395N
416D052;R07N;0;+;16;;N;;16M01;;;;;;;;;;;396X
416D060005;R08C;0;+;16;;N;;16M02;;1;;;;;;;;;397C
416D060009;R08E;0;+;16;;N;;16M02;;;;;;;;;;;397N
416D070000;R09A;0;+;16;;N;;;;2;;;;;;;;;398M
416D070009;R09C;0;+;16;;N;;;;1;;;;;;;;;398C
416D08;R09E;0;+;16;;N;;;;;;;;;;;;;399X
417D030000;R26C;0;+;17;;S;17S01;17M01;;1;;;;;;;;;400C
417D030002;R26C;0;+;17;;S;17S01;17M02;;1;;;;;;;;;400C
417D030010;R26E;0;+;17;;S;17S01;17M01;;;;;;;;;;;400N
417D030012;R26E;0;+;17;;S;17S01;17M02;;;;;;;;;;;400N
417D030100;R30A;0;+;17;;;;17M01;>6574;2;;;;;;;;;473M
417D030105;R30C;0;+;17;;;;17M01;>6574;1;;;;;;;;;473C
417D030109;R30E;0;+;17;;;;17M01;>6574;;;;;;;;;;473N
417D030205;R31C;0;+;17;;;;17M01;;1;;;;;;;;;405C
417D030209;R31E;0;+;17;;;;17M01;;;;;;;;;;;405N
417D041;R27C;0;+;17;;S;;17M02;;1;;;;;;;;;401X
417D042;R27E;0;+;17;;S;;17M02;;;;;;;;;;;402X
417D060000;R29A;0;+;17;;;;17M02;;2;;;;;;;;;403M
417D060009;R29C;0;+;17;;;;17M02;;1;;;;;;;;;403C
417D07;R29E;0;+;17;;;;17M02;;;;;;;;;;;404X
417D0821;R35N;0;+;17;;S;17S01;17M05;;;;;;;;;;;407N
417D0822;R35N;0;+;17;;S;17S01;17M06;;;;;;;;;;;407N
417D101000;R36C;0;+;17;;S;;17M05;;1;;;;;;;;;408C
417D101001;R36C;0;+;17;;S;;17M06;;1;;;;;;;;;408C
417D102000;R36E;0;+;17;;S;;17M05;;;;;;;;;;;408N
417D102001;R36E;0;+;17;;S;;17M06;;;;;;;;;;;408N
417D111005;R40C;0;+;17;;;;17M10;;1;;;;;;;;;409C
417D111009;R40E;0;+;17;;;;17M10;;;;;;;;;;;409N
417D121;R50N;0;+;17;;;;17M11;;;;17X01;;;;;;;492X
417D1390;R51N;0;+;17;;;;17M11;;;;;;;;;;;410X
417D143009;R60N;0;+;17;;;;17M05;;;;;;;;;;;411N
417D170000;R65A;0;+;17;;N;;;;2;;;;;;;;;413M
417D170009;R65C;0;+;17;;N;;;;1;;;;;;;;;413C
417D171;R65E;0;+;17;;N;;;;;;;;;;;;;414X
418D011000;S01A;0;+;18;;S;;;;2;;;;;;;;;415M
418D011005;S01C;0;+;18;;S;;;;1;;;;;;;;;415C
418D011009;S01E;0;+;18;;S;;;;;;;;;;;;;415N
418D021000;S10A;0;+;18;;;;18M01;>6574;2;;;;;;;;;416M
418D021005;S10C;0;+;18;;;;18M01;>6574;1;;;;;;;;;416C
418D021009;S10E;0;+;18;;;;18M01;>6574;;;;;;;;;;416N
418D022009;S11N;0;+;18;;;;18M01;;;;;;;;;;;417N
418D040000;S20A;0;+;18;;;;18M02;;2;;;;;;;;;418M
418D040005;S20C;0;+;18;;;;18M02;;1;;;;;;;;;418C
418D040009;S20E;0;+;18;;;;18M02;;;;;;;;;;;418N
418D060000;S30A;0;+;18;;;;18M03;;2;;;;;;;;;420M
418D060005;S30C;0;+;18;;;;18M03;;1;;;;;;;;;420C
418D060009;S30E;0;+;18;;;;18M03;;;;;;;;;;;420N
418D070000;S40A;0;+;18;;;;18M04;;2;;;;;;;;;421M
418D070005;S40C;0;+;18;;;;18M04;;1;;;;;;;;;421C
418D070009;S40E;0;+;18;;;;18M04;;;;;;;;;;;421N
418D090000;S59A;0;+;18;;;;;;2;;;;;;;;;423M
418D090005;S59C;0;+;18;;;;;;1;;;;;;;;;423C
418D090009;S59E;0;+;18;;;;;;;;;;;;;;;423N
419D000000;T59N;0;+;19;;;;;;;;;;;;;;>90;432N
419D000001;T58N;0;+;19;;;;;;;;;;;;;;>28;432M
419D01100;T01N;0;+;19;;S;;;;;;;;;;;;;424N
419D03001;T10N;0;+;19;;;;19M01;;;;;;;;;;;426A
419D03004;T12N;0;+;19;;;;19M02;;;;;;;;;;;426C
419D04000;T15N;0;+;19;;;;19M03;;;;;;;;;;;427A
419D04001;T16N;0;+;19;;;;19M04;;;;;;;;;;;427B
419D04002;T17N;0;+;19;;;;19M05;;;;;;;;;;;427C
419D04003;T18N;0;+;19;;;;19M06;;;;;;;;;;;427D
419D05;T20N;0;+;19;;;;19M07;;;;;;;;;;;428N
419D06001;T25C;0;+;19;;;;19M08;;1;;;;;;;;;429A
419D06002;T25E;0;+;19;;;;19M08;;;;;;;;;;;429B
419D07001;T31N;0;+;19;;;;19M10;>10957;;;;;;;;;;430B
419D07002;T30N;0;+;19;;;;19M10;;;;;;;;;;;430A
419D07020;T35N;0;+;19;;;;19M11;;;;;;;;;;;430D
419D07021;T36N;0;+;19;;;;19M12;;;;;;;;;;;430E
419D07022;T39N;0;+;19;;;;19M13;;;;;;;;;;;430F
419D09012;T60N;0;+;19;;;;19M20;;;;19X01;;;;;;;434N
419D090210;T61A;0;+;19;;;;19M20;;2;;;;;;;;;436M
419D09023;T61E;0;+;19;;;;19M20;;;;;;;;;;;436N
419D10000;T40N;0;+;19;;;;19M30;;;;;;;;;;;431A
419D10001;T41N;0;+;19;;;;19M31;;;;;;;;;;;431B
419D10002;T42N;0;+;19;;;;19M33;;;;;;;;;;;431C
419D11000;T47N;0;+;19;;;;19M32;;;;;;;;;;;432A
419D99990;T48N;0;+;19;;;;19M98;;;;;;;;;;;432B
419D99999;T49N;0;+;19;;;;;;;;;;;;;;;432C
421D012205;U30C;0;+;21;;;;21M02;;1;;;;;;;;;448C
421D012206;U30C;0;+;21;;;;21M03;;1;;21X06;;;;;;;448C
421D012208;U30E;0;+;21;;;;21M02;;;;;;;;;;;448N
421D012209;U30E;0;+;21;;;;21M03;;;;21X06;;;;;;;448N
421D021000;U19A;0;+;21;;S;99S90;;;2;;21X05;;;;;;;443M
421D021005;U19C;0;+;21;;S;99S90;;;1;;21X05;;;;;;;443C
421D021009;U19E;0;+;21;;S;99S90;;;;;21X05;;;;;;;443N
421D031000;U41A;0;+;21;;S;;;;2;;21X05;;;;;;;452M
421D031005;U41C;0;+;21;;S;;;;1;;21X05;;;;;;;452C
421D031009;U41E;0;+;21;;S;;;;;;21X05;;;;;;;452N
421D033000;U42A;0;+;21;;;;;;2;;21X05;;;;;;;453M
421D033005;U42C;0;+;21;;;;;;1;;21X05;;;;;;;453C
421D033009;U42E;0;+;21;;;;;;;;21X05;;;;;;;453N
421D041000;U35A;0;+;21;;;;21M03;;2;;;;;;;;;450M
421D041200;U35C;0;+;21;;;;21M03;;1;;;;;;;;;450C
421D042;U35E;0;+;21;;;;21M03;;;;;;;;;;;450N
421D061;U01N;0;+;21;;S;21S02;;;;;;;;;;;;439X
421D07199;U05N;0;+;21;;S;21S03;;;;;;;;;;;;441X
421D08101;U19A;0;+;21;;S;21S04;;;2;;;;;;;;;443M
421D08102;U19A;0;+;21;;S;21S05;;;2;;;;;;;;;443M
421D08103;U19A;0;+;21;;S;21S09;;;2;;;;;;;;;443M
421D08111;U19C;0;+;21;;S;21S04;;;1;;;;;;;;;443C
421D08112;U19C;0;+;21;;S;21S05;;;1;;;;;;;;;443C
421D08113;U19C;0;+;21;;S;21S09;;;1;;;;;;;;;443C
421D08121;U19E;0;+;21;;S;21S04;;;;;;;;;;;;443N
421D08122;U19E;0;+;21;;S;21S05;;;;;;;;;;;;443N
421D08123;U19E;0;+;21;;S;21S09;;;;;;;;;;;;443N
421D081500;U19A;0;+;21;;S;;;;2;;00X10;;;;;;;443M
421D081505;U19C;0;+;21;;S;;;;1;;00X10;;;;;;;443C
421D081509;U19E;0;+;21;;S;;;;;;00X10;;;;;;;443N
421D103000;U29A;0;+;21;;N;;21M01;;2;;;;;;;;;445M
421D103005;U29C;0;+;21;;N;;21M01;;1;;;;;;;;;445C
421D103009;U29E;0;+;21;;N;;21M01;;;;;;;;;;;445N
421D111000;U49A;0;+;21;;N;;;;2;;;;;;;;;454M
421D111005;U49C;0;+;21;;N;;;;1;;;;;;;;;454C
421D112;U49E;0;+;21;;N;;;;;;;;;;;;;455X
422D01;V50N;0;+;22;;N;;;;;;;;;;;R;<6;456X
422D02301;V01N;0;+;22;;S;22S01;;;;;22X01;;;;;;;472X
422D02302;V01N;0;+;22;;S;22S01;;;;;22X02;22X10;;;;;;472X
422D02303;V01N;0;+;22;;S;22S01;;;;;22X02;22X03;;;;;;472X
422D02304;V01N;0;+;22;;S;22S01;;;;;22X02;22X04;;;;;;472X
422D02305;V01N;0;+;22;;S;22S01;;;;;22X02;22X05;;;;;;472X
422D02306;V01N;0;+;22;;S;22S01;;;;;22X03;22X10;;;;;;472X
422D02307;V01N;0;+;22;;S;22S01;;;;;22X03;22X04;;;;;;472X
422D02308;V01N;0;+;22;;S;22S01;;;;;22X03;22X05;;;;;;472X
422D02309;V01N;0;+;22;;S;22S01;;;;;22X04;22X10;;;;;;472X
422D02310;V01N;0;+;22;;S;22S01;;;;;22X04;22X05;;;;;;472X
422D02311;V01N;0;+;22;;S;22S01;;;;;22X05;22X10;;;;;;472X
422D02401;V01N;0;+;22;;S;22S02;;;;;22X01;;;;;;;472X
422D02402;V01N;0;+;22;;S;22S02;;;;;22X02;22X10;;;;;;472X
422D02403;V01N;0;+;22;;S;22S02;;;;;22X02;22X03;;;;;;472X
422D02404;V01N;0;+;22;;S;22S02;;;;;22X02;22X04;;;;;;472X
422D02405;V01N;0;+;22;;S;22S02;;;;;22X02;22X05;;;;;;472X
422D02406;V01N;0;+;22;;S;22S02;;;;;22X03;22X10;;;;;;472X
422D02407;V01N;0;+;22;;S;22S02;;;;;22X03;22X04;;;;;;472X
422D02408;V01N;0;+;22;;S;22S02;;;;;22X03;22X05;;;;;;472X
422D02409;V01N;0;+;22;;S;22S02;;;;;22X04;22X10;;;;;;472X
422D02410;V01N;0;+;22;;S;22S02;;;;;22X04;22X05;;;;;;472X
422D02411;V01N;0;+;22;;S;22S02;;;;;22X05;22X10;;;;;;472X
422D0301;V30N;0;+;22;;N;;;;;;22X01;;;;;;;457X
422D0302;V30N;0;+;22;;N;;;;;;22X02;22X10;;;;;;457X
422D0303;V30N;0;+;22;;N;;;;;;22X02;22X03;;;;;;457X
422D0304;V30N;0;+;22;;N;;;;;;22X02;22X04;;;;;;457X
422D0305;V30N;0;+;22;;N;;;;;;22X02;22X05;;;;;;457X
422D0306;V30N;0;+;22;;N;;;;;;22X03;22X10;;;;;;457X
422D0307;V30N;0;+;22;;N;;;;;;22X03;22X04;;;;;;457X
422D0308;V30N;0;+;22;;N;;;;;;22X03;22X05;;;;;;457X
422D0309;V30N;0;+;22;;N;;;;;;22X04;22X10;;;;;;457X
422D0310;V30N;0;+;22;;N;;;;;;22X04;22X05;;;;;;457X
422D0311;V30N;0;+;22;;N;;;;;;22X05;22X10;;;;;;457X
422D041;V20N;0;+;22;;S;22S01;;;;;;;;;;;;458X
422D051;V21N;0;+;22;;S;22S02;;;;;;;;;;;;459X
422D052;V21N;0;+;22;;S;;;;;;00X10;;;;;;;459X
422D07;V40N;0;+;22;;N;;;;;;;;;;;;;460X
423D020000;W09A;0;+;23;;S;;;;2;;;;;;;;;461M
423D020005;W09C;0;+;23;;S;;;;1;;;;;;;;;461C
423D020009;W09E;0;+;23;;S;;;;;;;;;;;;;461N
423D041000;W19A;0;+;23;;;;23M02;;2;;;;;;;;;463M
423D041005;W19C;0;+;23;;;;23M02;;1;;;;;;;;;463C
423D042;W19E;0;+;23;;;;23M02;;;;;;;;;;;464X
423D050005;W20C;0;+;23;;;;23M03;;1;;23X01;;;;;;;465C
423D050009;W20E;0;+;23;;;;23M03;;;;23X01;;;;;;;465N
423D060005;W22C;0;+;23;;;;23M03;;1;;;;;;;;;466C
423D060009;W22E;0;+;23;;;;23M03;;;;;;;;;;;466N
423D0611;A69E;0;+;23;;N;;23M04;;;;01X99;;;;;;;035X
423D061219;B39E;0;+;23;;N;;23M04;;;;02X99;;;;;;;048N
423D061319;C48E;0;+;23;;N;;23M04;>6574;;;03X99;;;;;;;073N
423D061320;C49N;0;+;23;;N;;23M04;;;;03X99;;;;;;;074X
423D0614;D69E;0;+;23;;N;;23M04;;;;04X99;;;;;;;102N
423D0615;E69E;0;+;23;;N;;23M04;;;;05X99;;;;;;;145X
423D061619;F59E;0;+;23;;N;;23M04;;;;06X99;;;;;;;190N
423D0617;G40E;0;+;23;;N;;23M04;;;;07X99;;;;;;;208X
423D0618;H69E;0;+;23;;N;;23M04;;;;08X99;;;;;;;256N
423D0619;J60E;0;+;23;;N;;23M04;;;;09X99;;;;;;;284X
423D0620;K30N;0;+;23;;N;;23M04;;;;30X99;;;;;;;276X
423D0621;L60E;0;+;23;;N;;23M04;;;;10X99;;;;;;;301X
423D06220;M68E;0;+;23;;N;;23M04;>6574;;;11X99;;;;;;;332X
423D06221;M69N;0;+;23;;N;;23M04;;;;11X99;;;;;;;333X
423D0623;N59N;0;+;23;;N;;23M04;;;M;12X99;;;;;;;352X
423D0624;O50E;0;+;23;;N;;23M04;;;F;13X99;;;;;;;369N
423D0625;P15E;0;+;23;;N;;23M04;;;F;14X99;;;;;;;376N
423D0626;Q10N;0;+;23;;N;;23M04;;;;15X99;;;;;;;385B
423D0627;R09E;0;+;23;;N;;23M04;;;;16X99;;;;;;;399X
423D0628;R65E;0;+;23;;N;;23M04;;;;17X99;;;;;;;414X
423D0629;S59E;0;+;23;;N;;23M04;;;;18X99;;;;;;;423N
423D0630;T49N;0;+;23;;N;;23M04;;;;19X99;;;;;;;432C
423D0631;U49E;0;+;23;;N;;23M04;;;;21X99;;;;;;;455X
423D0632;V40N;0;+;23;;N;;23M04;;;;22X99;;;;;;;460X
423D0633;N59N;0;+;23;;N;;23M04;;;M;98X99;;;;;;;352X
423D0634;O50E;0;+;23;;N;;23M04;;;F;98X99;;;;;;;369N
423D069000;W63N;0;+;23;;N;;23M01;;;;;;;;;;;462X
423D070000;W29A;0;+;23;;N;;;;2;;;;;;;;;467M
423D070005;W29C;0;+;23;;N;;;;1;;;;;;;;;467C
423D070009;W29E;0;+;23;;N;;;;;;;;;;;;;467N
490D0100;A20N;0;+;;;S;01S51;;;;;;;;;;;;570X
490D010100;A35A;0;+;;;S;01S21;;;2;;01X21;;;;;;;007M
490D010105;A35C;0;+;;;S;01S21;;;1;;01X21;;;;;;;007X
490D0102;A35E;0;+;;;S;01S21;;;;;01X21;;;;;;;008X
490D020115;B09C;0;+;;;S;02S01;;;1;;08X30;;;;;;;037C
490D020119;B09E;0;+;;;S;02S01;;;;;08X30;;;;;;;037N
490D020345;B15C;0;+;;;S;02S03;;;1;;08X30;;;;;;;041C
490D020349;B15E;0;+;;;S;02S03;;;;;08X30;;;;;;;041N
490D03002;C50N;0;+;;;S;03S05;;;;;08X30;;;;;;;169N
490D03006;C29N;0;+;;;S;03S12;;;;;08X30;;;;;;;063X
490D03044;C18N;0;+;;;S;03S07;;;;;08X30;;;;;;;056X
490D050015;E39C;A;+;;;S;;;;1;;05X06;;;;;;;120C
490D050019;E39E;A;+;;;S;;;;;;05X06;;;;;;;120N
490D060019;F35C;0;+;;;S;06S30;;;1;;06X07;;;;;;;170C
490D06002;F35E;0;+;;;S;06S30;;;;;06X07;;;;;;;171X
490D06003;H44C;0;+;;08P03;S;08S12;;;1;;;;;;;;;226X
490D06004;H44E;0;+;;08P03;S;08S12;;;;;;;;;;;;227X
490D09021;K02N;0;+;;;S;30S03;;;;;30X01;;;;;;;258X
490D09022;K02N;0;+;;;S;30S11;;;;;30X01;;;;;;;258X
490D09034;K04N;0;+;;;S;30S04;;;;;30X01;;;;;;;260X
490D09035;K04N;0;+;;;S;30S05;;;;;30X01;;;;;;;260X
490D09036;K10N;0;+;;;S;30S04;;;;;30X02;;;;;;;261X
490D09037;K11N;0;+;;;S;30S05;;;;;30X02;;;;;;;262X
490D10001;L39C;0;+;;;S;08S10;;;1;;10X03;;;;;;;292X
490D110010;M29A;0;+;;;S;11S10;;;2;;11X02;;;;;;;315M
490D110015;M29C;0;+;;;S;11S10;;;1;;11X02;;;;;;;315C
490D110019;M29E;0;+;;;S;11S10;;;;;11X02;;;;;;;315N
490D800000;U19A;0;+;;00P21;S;21S04;;;2;;;;;;;;;443M
490D800005;U19C;0;+;;00P21;S;21S04;;;1;;;;;;;;;443C
